date,open,high,low,close,volume
2023-01-01 00:00:00,49983.279331710095,49993.721950813284,49905.944852484696,49945.718469834974,5929.584469942711
2023-01-01 01:00:00,50163.53993785504,50364.814193047816,49951.53293092388,50100.372322834235,4465.552791958303
2023-01-01 02:00:00,50029.88827854245,50151.02619738857,49967.432394697375,50115.1590259127,4867.198825488025
2023-01-01 03:00:00,50172.89009081062,50233.97709597126,49912.67529808226,50076.20041581925,5568.504206667875
2023-01-01 04:00:00,50180.61283292146,50263.357039810486,50127.36425167239,50173.090189421775,5243.765760530874
2023-01-01 05:00:00,50228.2709590707,50444.744139577466,50139.31795927222,50335.09707938011,4652.035662065074
2023-01-01 06:00:00,50159.19528781763,50243.84417808912,50068.77593852208,50181.69634086065,3868.3590732488474
2023-01-01 07:00:00,50366.65802311686,50455.16757368011,50261.76017983145,50332.08972209255,3582.1055119703306
2023-01-01 08:00:00,50489.5722324962,50502.08285469844,50321.85804063301,50467.33721697568,6784.3567953013035
2023-01-01 09:00:00,50491.26485562092,50508.32749582595,50410.92491800618,50411.2084344322,5631.948284009333
2023-01-01 10:00:00,50414.82889756595,50690.75894616585,50343.361250728536,50471.10619746941,6220.568913714527
2023-01-01 11:00:00,50534.081300069854,50778.690198306555,50111.397130747086,50550.82010710871,3412.7935732123697
2023-01-01 12:00:00,50674.36146445099,50815.67286435277,50663.777146238535,50680.63008736682,4904.3472555067
2023-01-01 13:00:00,50618.45743972803,50892.35864338456,50442.59845962871,50624.62055673143,4317.235280162628
2023-01-01 14:00:00,50740.09443193323,50750.82952659444,50522.45289281934,50684.871609088405,5343.257980977566
2023-01-01 15:00:00,50730.44597196898,50770.296930315955,50506.27153891811,50735.85819379483,5006.029327171035
2023-01-01 16:00:00,51005.75530082136,51205.93150325411,50767.90990488132,50918.377312217075,5505.685851337923
2023-01-01 17:00:00,50980.56418324229,51105.54634193525,50953.52883136501,50967.925163034546,4766.4960068699
2023-01-01 18:00:00,51027.101608395926,51060.227877426696,50767.36087901069,50959.29360398486,5974.386203344494
2023-01-01 19:00:00,50962.36327520489,51004.445753059044,50667.3168105197,50978.9052795547,5191.482325439912
2023-01-01 20:00:00,51008.24375695309,51230.74515650578,50859.177402825546,51046.96943889582,5160.293721096273
2023-01-01 21:00:00,51094.63892712187,51238.62763676235,51070.152021442984,51135.142662013604,3339.524929237043
2023-01-01 22:00:00,51094.38024489332,51298.73590302341,50672.16838817559,51064.31941769099,5034.902564062005
2023-01-01 23:00:00,51232.32402418004,51479.25308848604,51194.481543997215,51220.40761385527,5275.341863079922
2023-01-02 00:00:00,51117.17140924372,51363.39164359644,50977.20933226836,51149.427178733764,3726.429763187756
2023-01-02 01:00:00,51289.1753494183,51410.44843408078,51189.97429266232,51230.73868750359,4627.728268641714
2023-01-02 02:00:00,51418.81226347101,51465.21975749661,51056.63805585089,51358.48657292133,3916.322320640418
2023-01-02 03:00:00,51313.430277539555,51320.718100454964,51249.125561732544,51292.20232862507,6595.921171610449
2023-01-02 04:00:00,51437.22750286602,51614.304079400375,51324.859185378315,51407.13797813198,4584.380623844249
