date,open,high,low,close,volume
2023-01-01 00:00:00,39998.192392119716,40432.03600617269,39831.83271964847,40003.97371322409,3106.3853330462143
2023-01-01 01:00:00,40003.05898745967,40142.49337247154,39890.51193561357,40003.01076481578,5937.570137626559
2023-01-01 02:00:00,39977.96312963836,40997.8421505129,38768.94651372346,40008.47858760987,5829.474841931748
2023-01-01 03:00:00,40010.506081550186,40331.976823210985,39911.92562820451,40021.09225441694,3760.7416051465275
2023-01-01 04:00:00,40030.89208354718,40096.16264149316,39957.00762772025,40019.791516318655,1980.4878441791748
2023-01-01 05:00:00,40090.687898300755,40272.996565164336,39987.782904885295,40018.633900494126,4508.363814367953
2023-01-01 06:00:00,39993.15286217489,40339.95631749848,39666.509619386896,40032.12598629494,6060.20990749888
2023-01-01 07:00:00,40054.97869345659,41179.73500912642,39982.75009403154,40039.266645910604,3230.924095110882
2023-01-01 08:00:00,40020.268409087425,40328.194495316355,39935.516472102085,40036.65470874051,4177.5800676178
2023-01-01 09:00:00,40042.28987471922,40050.63944739854,39747.906719759674,40042.28158336747,5155.190683858979
2023-01-01 10:00:00,40005.2831188661,40474.84607515143,39804.59956527526,40040.00301531784,3654.129076526785
2023-01-01 11:00:00,40018.78129649,40611.470573199,39846.534123657824,40037.84815551347,5193.589911367544
2023-01-01 12:00:00,40035.99627282838,40307.56918394512,39965.65843511468,40041.49684486014,5265.362349399628
2023-01-01 13:00:00,39930.424314061514,40090.691165793905,39266.664219599996,40028.0453979904,5926.2154022415925
2023-01-01 14:00:00,40065.7077347226,40134.20739069427,39863.790078224956,40016.24242808599,4382.34810456565
2023-01-01 15:00:00,40038.52122889707,40343.03902778439,39978.6094518912,40013.8818348728,4549.810735148589
2023-01-01 16:00:00,40032.111081150135,40032.721040751494,40007.08794006087,40008.05796668901,4449.463150508416
2023-01-01 17:00:00,39992.65931291384,40157.35621222693,39549.88678043826,40012.991522334465,6452.467534470746
2023-01-01 18:00:00,40020.30887292303,40182.98491146211,39710.53952501314,40008.287408384866,6039.111787420268
