date,open,high,low,close,volume
2023-01-01 00:00:00,44979.51916336876,44988.91638564684,44909.92653685813,44945.718469834974,5929.584469942711
2023-01-01 01:00:00,45143.07658757177,45324.20692902156,44952.287648775746,45086.23090869282,4465.552791958303
2023-01-01 02:00:00,45010.161053855234,45119.14465195236,44953.97165413128,45086.87619762987,4867.198825488025
2023-01-01 03:00:00,45120.729679165874,45175.66552682732,44886.71722144287,45033.77617339501,5568.504206667875
2023-01-01 04:00:00,45123.28902610786,45197.694071241945,45075.40696595981,45116.524532856114,5243.765760530874
2023-01-01 05:00:00,45168.32544431603,45362.99133426999,45088.33348028008,45264.39000867304,4652.035662065074
2023-01-01 06:00:00,45076.626806512584,45152.69833067598,44995.36953671597,45096.847856012166,3868.3590732488474
2023-01-01 07:00:00,45264.16611539414,45343.70903439534,45169.89515142749,45233.099823102646,3582.1055119703306
2023-01-01 08:00:00,45374.18816420926,45385.431264531886,45223.46604550391,45354.20590384436,6784.3567953013035
2023-01-01 09:00:00,45355.849671189324,45371.176887616675,45283.681026900726,45283.93570715947,5631.948284009333
2023-01-01 10:00:00,45279.14763833656,45526.96911629483,45214.96029101677,45329.69205605526,6220.568913714527
2023-01-01 11:00:00,45380.23289485212,45599.89472474115,45000.657258937514,45395.264551553155,3412.7935732123697
2023-01-01 12:00:00,45505.30392802145,45632.200804769185,45495.79926721845,45510.933117669854,4904.3472555067
2023-01-01 13:00:00,45435.25014412566,45681.104528719065,45277.39869714276,45440.78217289304,4317.235280162628
2023-01-01 14:00:00,45536.451265211996,45546.08542376729,45341.12992318256,45486.89181110861,5343.257980977566
2023-01-01 15:00:00,45518.88076022279,45554.63780880421,45317.735883767906,45523.73698167362,5006.029327171035
2023-01-01 16:00:00,45770.52419715813,45950.15431268346,45557.091254427425,45692.11468595445,5505.685851337923
2023-01-01 17:00:00,45738.86062804828,45850.99241060177,45714.60498844608,45727.521122630504,4766.4960068699
2023-01-01 18:00:00,45765.56429395286,45795.27482712759,45532.60610750391,45704.7481494394,5974.386203344494
2023-01-01 19:00:00,45695.38602818646,45733.11926791446,45430.83271406256,45710.218410867834,5191.482325439912
2023-01-01 20:00:00,45729.42317781589,45928.898005968826,45595.783634726475,45764.14115606754,5160.293721096273
2023-01-01 21:00:00,45801.86491721134,45930.93817356536,45779.91455275638,45838.1729650439,3339.524929237043
2023-01-01 22:00:00,45780.142559391636,45963.24354069669,45401.844224072556,45753.20830657988,5034.902564062005
2023-01-01 23:00:00,45905.83258074763,46127.08907264524,45871.9244847789,45895.15508860275,5275.341863079922
2023-01-02 00:00:00,45781.14458986705,46001.662350124316,45655.79289480146,45810.03323933982,3726.429763187756
2023-01-02 01:00:00,45929.5334523601,46038.133681568885,45840.698757246704,45877.20333396824,4627.728268641714
2023-01-02 02:00:00,46044.83062138565,46086.38788628361,45720.50866000207,45990.80980524456,3916.322320640418
2023-01-02 03:00:00,45929.38475986438,45935.9079102547,45871.82719611938,45910.384146806886,6595.921171610449
2023-01-02 04:00:00,46038.109554465256,46196.5992559089,45937.535997878025,46011.17838217238,4584.380623844249
2023-01-02 05:00:00,45989.677957565356,46155.821970410194,45906.57369204433,46011.457709752474,4620.269672419864
2023-01-02 06:00:00,46079.62138800307,46210.421051657155,45997.73241402983,46078.12812238256,4765.585088082129
2023-01-02 07:00:00,45974.82659944156,46147.39711495461,45870.0267401149,45987.34327199969,4345.618914179507
2023-01-02 08:00:00,46068.181119355926,46349.68038510297,45974.828174707145,46075.05970841087,4704.170932094361
2023-01-02 09:00:00,46070.25715330618,46248.18224303604,45852.23673857283,46165.0061382701,4093.4104778356427
2023-01-02 10:00:00,46330.97889142263,46623.54907533896,46269.418380361756,46282.73675795157,5800.929646665127
2023-01-02 11:00:00,46334.61871013274,46462.5152002118,46177.43574641524,46264.04548858776,6804.436323402601
2023-01-02 12:00:00,46308.072688806176,46411.520659583075,46208.396529884536,46309.23320488575,4027.4436764325346
2023-01-02 13:00:00,46359.47374317833,46531.280239596796,46236.00463993998,46379.86568100966,3825.7296971746555
2023-01-02 14:00:00,46347.78482015644,46403.70245874986,46229.07156669963,46337.84136466773,4843.640272770701
2023-01-02 15:00:00,46449.61395332946,46471.71540523209,46127.70847963171,46432.36318437218,5047.002445368645
2023-01-02 16:00:00,46355.24991328918,46518.30940409293,46260.70913773853,46414.27712864218,4394.98734392701
2023-01-02 17:00:00,46404.11248483172,46484.96237925214,46380.48205118745,46404.52561620306,6642.18277204502
2023-01-02 18:00:00,46584.41050977582,46824.15278911865,46475.03484324818,46507.72773758497,3518.0415438971454
2023-01-02 19:00:00,46649.17295343889,46707.43944310579,46586.991884928364,46592.32665675661,5628.32010285517
2023-01-02 20:00:00,46542.13555405619,46844.763337445904,46419.96770807874,46616.92945254999,5352.271582071473
2023-01-02 21:00:00,46677.32070218547,46755.311859067704,46619.427003517965,46635.7721116397,4692.22567785544
2023-01-02 22:00:00,46757.75933532222,46832.663825648895,46707.09219810226,46792.34553602416,6083.198802688199
2023-01-02 23:00:00,46739.113306443316,46858.746953401205,46508.76568016099,46729.73651710635,4872.437837990069
2023-01-03 00:00:00,46793.10644772688,46808.16175349031,46578.25408895014,46794.39134575141,6074.465140535508
2023-01-03 01:00:00,46944.02495346386,47059.96991139829,46780.33883740785,46893.72534874308,5952.830861811656
2023-01-03 02:00:00,46755.275086558744,46888.31702911952,46527.18395984873,46753.47755202375,5380.921433772227
2023-01-03 03:00:00,46790.856836916624,46911.11957979509,46563.143261572746,46802.60604403521,4502.839853311135
2023-01-03 04:00:00,47010.57641597552,47284.62365505852,46820.73243659377,46978.09470216523,4450.746411271937
2023-01-03 05:00:00,46859.33773838538,46909.64021948378,46829.82004776742,46887.36959051067,5300.79543936705
2023-01-03 06:00:00,46926.59148997252,47052.85092255724,46884.17588358752,46965.12052515153,5154.91185973371
2023-01-03 07:00:00,47094.59428287667,47152.42950932626,46944.511620667145,47053.46579847122,3857.0479604585
2023-01-03 08:00:00,47062.8473713266,47341.96912502742,47007.49044353907,47080.8989559283,5747.392961546317
2023-01-03 09:00:00,47173.33388064767,47233.527411818606,47127.80294994566,47160.47158182633,8571.57921802631
2023-01-03 10:00:00,47165.18094516548,47189.29754636951,46822.07741300796,47183.87311594259,6106.266657594721
2023-01-03 11:00:00,47172.858433840054,47207.53242814034,47098.130887377825,47198.92417893983,4861.317054725155
2023-01-03 12:00:00,47129.78243319993,47149.270125009854,47122.31686603105,47143.18274610583,4845.794688514117
2023-01-03 13:00:00,47249.99142219827,47443.43855202479,47125.050596504254,47257.92495157148,5887.4423184465895
2023-01-03 14:00:00,47235.63600591663,47448.48979318963,47075.27416154322,47270.2590542708,4446.595671198435
2023-01-03 15:00:00,47296.55911351064,47393.501822113554,46963.62819075485,47224.595817912064,6101.525986153172
2023-01-03 16:00:00,47392.47271198645,47537.050468056244,47285.24219573777,47398.13767959657,3738.229988252958
2023-01-03 17:00:00,47462.39383840399,47662.77084278087,47182.000927747446,47403.998190365295,3074.4131092356474
2023-01-03 18:00:00,47269.81016105327,47550.042237673086,46962.16765398523,47402.27450403156,4964.39451539017
2023-01-03 19:00:00,47318.64759119822,47580.39582883635,46987.59753191981,47424.70903331442,5345.124240612072
2023-01-03 20:00:00,47415.31588106425,47645.86128239943,47377.87878744365,47412.81221549223,5048.108563136617
2023-01-03 21:00:00,47442.79041880571,47537.055077498146,47273.24424340385,47519.06711276884,4651.741881160619
2023-01-03 22:00:00,47559.49418897661,47860.29719800495,47359.85362384714,47568.87650142683,6057.695101428216
2023-01-03 23:00:00,47508.81014257822,47672.85663229187,47410.09874328431,47540.26043260602,4942.53387299917
2023-01-04 00:00:00,47621.063045389004,47694.387534288995,47426.76801138553,47676.29202063679,5774.000002075785
2023-01-04 01:00:00,47549.36977987304,47788.21837170829,47547.93864092554,47599.6853022213,4154.35557160477
2023-01-04 02:00:00,47628.12570236154,47824.51983276782,47506.65812086647,47584.75407340696,4999.924473389385
2023-01-04 03:00:00,47773.46982173094,48067.16525826112,47641.52238227088,47779.25908181736,5168.234342423432
2023-01-04 04:00:00,47680.45186122201,47924.85924205115,47609.620515630944,47743.46806173126,4485.759609288929
2023-01-04 05:00:00,47783.169929061405,48060.61162426865,47648.996443461816,47793.698520734346,5380.2191448661715
2023-01-04 06:00:00,47726.83380561788,48028.14711508677,47576.15049288487,47794.487800222385,4851.594612440129
2023-01-04 07:00:00,47766.157728673265,47819.37029172576,47593.92203743875,47792.4291346914,4529.214442292659
2023-01-04 08:00:00,48008.46300165799,48268.80635928652,47926.65258889981,47971.852777827124,5113.755972879837
2023-01-04 09:00:00,47915.973145647615,48085.44287993725,47741.09667538065,47911.0110962622,6089.165382458384
2023-01-04 10:00:00,48006.00897970354,48210.30782480644,47936.539678757756,48064.86580622558,6079.796350300936
2023-01-04 11:00:00,48038.31080625387,48226.72397864641,47914.86846101176,48058.54722749235,4982.608777769803
2023-01-04 12:00:00,48108.39543900938,48237.162382528964,48005.74340218747,48038.80754720958,4550.3323983370265
2023-01-04 13:00:00,48037.73669908483,48065.14847535117,47909.5453300588,48036.61397085275,5841.939573024577
2023-01-04 14:00:00,48071.54015947712,48151.680665161904,47993.56499610583,48090.649627936706,5231.017267343372
2023-01-04 15:00:00,48069.72039371719,48122.487612817145,47670.75088551239,48103.01020708161,4946.390539928658
2023-01-04 16:00:00,48283.391348739045,48546.02562883976,48276.11669419603,48304.35566797941,3890.769056750394
2023-01-04 17:00:00,48226.46705201987,48266.5284345076,47976.02853501214,48244.58569787513,5157.462752398458
2023-01-04 18:00:00,48344.95484062048,48533.07956624414,48273.356360508835,48330.2375498546,3169.3336378221957
2023-01-04 19:00:00,48321.734488860406,48369.65466150389,48219.730175258526,48245.7233066404,4836.564169343837
2023-01-04 20:00:00,48409.216699010896,48422.89214083641,48306.51685698008,48354.506301934394,6518.629560365494
2023-01-04 21:00:00,48423.94269588805,48599.49537562083,48304.165990134265,48440.711278758616,6428.663834439299
2023-01-04 22:00:00,48405.85654107676,48478.803869904994,48260.05393546489,48401.43128008516,5997.95738567716
2023-01-04 23:00:00,48483.02935873663,48647.535777164936,48254.597405914676,48506.101177491546,3206.111079073763
2023-01-05 00:00:00,48423.84563115215,48566.471035963696,48153.86219736245,48436.6806953088,5058.537754695024
2023-01-05 01:00:00,48364.98433276119,48665.35017792883,48341.520983016904,48459.0991500418,5704.979480373106
2023-01-05 02:00:00,48615.74142135036,48658.99337352638,48506.33034716909,48582.606394240276,5238.760671729706
2023-01-05 03:00:00,48527.2917990146,48634.48987432945,48378.229715368434,48581.04117827137,4789.9435873541825
2023-01-05 04:00:00,48658.9137205705,48720.16397661334,48367.20580135593,48632.102734463595,4747.24969930024
2023-01-05 05:00:00,48450.2191114948,48481.37197922314,48435.3365014233,48464.37090954643,2727.382289045698
2023-01-05 06:00:00,48530.93733246154,48605.83302923323,48529.735243273746,48562.14384401842,4200.660845802868
2023-01-05 07:00:00,48587.38973953498,48671.580537430025,48470.55089798079,48619.71111473081,4486.949389556599
2023-01-05 08:00:00,48425.695487085795,48581.976993358185,48278.03712488749,48451.82992541822,5933.5850943946725
2023-01-05 09:00:00,48438.6936991232,48541.62434671133,48278.61432801674,48418.03363705774,4685.74941348057
2023-01-05 10:00:00,48389.68477434376,48583.95298343978,48376.37642854498,48388.56931096663,5247.284030237619
2023-01-05 11:00:00,48181.59208850605,48320.252599543615,48039.93724693299,48249.75835731756,6011.939656367902
2023-01-05 12:00:00,48318.508577191664,48651.63465903699,48266.61158500212,48327.42978096411,4771.965461714083
2023-01-05 13:00:00,48212.51189050139,48309.49315032181,48141.73325902596,48189.117267901245,6012.868194853874
2023-01-05 14:00:00,48058.58132467319,48314.53602843298,47898.205378355124,48211.2690813183,3745.8164894150786
2023-01-05 15:00:00,48304.37541424849,48424.53308895913,48145.75037196017,48258.06184482713,6178.05700395996
2023-01-05 16:00:00,48127.30565836578,48188.18921719362,48022.387454286654,48122.422825664384,4221.728273536907
2023-01-05 17:00:00,48170.27436192263,48264.22878179461,48113.06170955121,48147.511429070204,2949.782322616903
2023-01-05 18:00:00,48150.616862772404,48232.289442764086,48039.711890186045,48136.3512384121,5043.250542898353
2023-01-05 19:00:00,47973.33291894763,48240.26433606565,47926.668968031925,48062.91663464154,4690.248855983894
2023-01-05 20:00:00,47960.558283861625,48131.335096399336,47894.62143343859,47943.69747445446,4510.220219586591
2023-01-05 21:00:00,47984.20923467492,48188.77207526134,47711.28617374226,47958.88644031406,3431.5599531686426
2023-01-05 22:00:00,48034.43963178627,48197.07294126292,48025.10966939539,48036.7460773235,5422.919279615949
2023-01-05 23:00:00,47804.683857392556,47811.71282369111,47588.117202260786,47800.78852817666,5720.989391703909
2023-01-06 00:00:00,47838.46989220287,47854.992472785154,47713.48263667503,47851.51682175567,5609.790506039279
2023-01-06 01:00:00,47780.64697660599,48055.54099319816,47610.835872254895,47800.966024997026,5145.979225013515
2023-01-06 02:00:00,47712.48191726302,47819.7265019392,47647.5591839118,47797.874102848735,5999.252803047203
2023-01-06 03:00:00,47729.5201953427,48069.485102753606,47669.432441588295,47792.512821675686,5634.763131593522
2023-01-06 04:00:00,47849.94272249414,47980.47645946937,47731.36776421014,47798.80189533987,3888.5695522376454
2023-01-06 05:00:00,47632.425835198825,47749.2895557555,47529.804077829,47668.12103346077,4000.6192507264814
2023-01-06 06:00:00,47708.1607967966,47975.58886541462,47656.523342594315,47685.515025682515,3865.7519737216585
2023-01-06 07:00:00,47594.67700850273,47815.501025371654,47515.628000094104,47633.150272549385,5553.874470431868
2023-01-06 08:00:00,47562.2481502553,47648.77362038101,47524.96802023407,47595.145936322166,4871.548245666558
2023-01-06 09:00:00,47609.024788556366,47729.1250213391,47504.458926698324,47506.497680974695,4617.612970704441
2023-01-06 10:00:00,47430.452857483964,47470.784497073735,47388.56289334609,47448.09311023467,4139.5732399077615
2023-01-06 11:00:00,47412.11149055318,47580.28201011731,47272.14335630957,47406.22233416488,5203.044488408711
2023-01-06 12:00:00,47351.81993083213,47413.17076815081,47197.740467439995,47386.66793544841,6191.189262326987
2023-01-06 13:00:00,47420.88997845115,47472.72440655697,47375.0056544993,47403.83943083412,5772.045927338505
2023-01-06 14:00:00,47421.5931851839,47671.65193302959,47295.43406036928,47389.06787781968,5711.288340029528
2023-01-06 15:00:00,47288.46797917319,47439.079879109726,47181.05258854674,47330.45915667856,4319.737197477153
2023-01-06 16:00:00,47183.16170130196,47294.484143607246,47071.943524970266,47250.10326559838,4929.61616390871
2023-01-06 17:00:00,47307.56434681992,47367.348341730576,47164.13485542803,47331.11483202724,5245.265374896467
2023-01-06 18:00:00,47298.453769979395,47415.885602664304,47000.916399121445,47280.02491383464,2907.898229745782
2023-01-06 19:00:00,47164.749640911316,47265.09210454837,46877.34942287799,47149.646933138,5841.630623306655
